obsnme,obsval,weight,obgnme,i,j,oname,otype,time,totim,usecol,zone,observed,standard_deviation
oname:hdslay1_t21_otype:arr_i:28_j:14,33.91899,0.0,hdslay1_t21,28,14,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:28_j:15,33.90815,0.0,hdslay1_t21,28,15,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:28_j:16,33.95286,0.0,hdslay1_t21,28,16,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:28_j:17,33.98716,0.0,hdslay1_t21,28,17,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:28_j:18,34.0105,0.0,hdslay1_t21,28,18,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:28_j:19,34.02234,0.0,hdslay1_t21,28,19,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:28_j:2,34.2257,0.0,hdslay1_t21,28,2,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:28_j:3,34.15176,0.0,hdslay1_t21,28,3,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:28_j:4,34.06217,0.0,hdslay1_t21,28,4,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:28_j:5,33.96122,0.0,hdslay1_t21,28,5,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:28_j:6,33.85991,0.0,hdslay1_t21,28,6,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:28_j:7,33.88314,0.0,hdslay1_t21,28,7,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:28_j:8,33.89701,0.0,hdslay1_t21,28,8,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:28_j:9,33.89013,0.0,hdslay1_t21,28,9,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:29_j:0,34.29642,0.0,hdslay1_t21,29,0,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:29_j:1,34.27215,0.0,hdslay1_t21,29,1,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:29_j:10,33.90853,0.0,hdslay1_t21,29,10,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:29_j:11,33.90988,0.0,hdslay1_t21,29,11,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:29_j:12,33.91241,0.0,hdslay1_t21,29,12,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:29_j:13,33.91249,0.0,hdslay1_t21,29,13,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:29_j:14,33.90733,0.0,hdslay1_t21,29,14,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:29_j:15,33.89504,0.0,hdslay1_t21,29,15,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:29_j:16,33.93894,0.0,hdslay1_t21,29,16,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:29_j:17,33.97302,0.0,hdslay1_t21,29,17,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:29_j:18,33.99637,0.0,hdslay1_t21,29,18,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:29_j:19,34.00826,0.0,hdslay1_t21,29,19,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:29_j:2,34.22526,0.0,hdslay1_t21,29,2,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:29_j:3,34.15641,0.0,hdslay1_t21,29,3,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:29_j:4,34.06162,0.0,hdslay1_t21,29,4,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:29_j:5,33.91931,0.0,hdslay1_t21,29,5,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:29_j:6,33.6432,0.0,hdslay1_t21,29,6,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:29_j:7,33.8391,0.0,hdslay1_t21,29,7,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:29_j:8,33.89807,0.0,hdslay1_t21,29,8,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:29_j:9,33.91038,0.0,hdslay1_t21,29,9,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:2_j:0,36.22425,0.0,hdslay1_t21,2,0,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:2_j:1,36.20229,0.0,hdslay1_t21,2,1,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:2_j:10,35.2722,0.0,hdslay1_t21,2,10,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:2_j:11,35.13172,0.0,hdslay1_t21,2,11,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:2_j:12,34.9863,0.0,hdslay1_t21,2,12,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:2_j:13,34.83506,0.0,hdslay1_t21,2,13,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:2_j:14,34.67745,0.0,hdslay1_t21,2,14,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:2_j:15,34.51257,0.0,hdslay1_t21,2,15,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:2_j:16,34.53179,0.0,hdslay1_t21,2,16,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:2_j:17,34.54662,0.0,hdslay1_t21,2,17,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:2_j:18,34.55677,0.0,hdslay1_t21,2,18,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:2_j:19,34.56193,0.0,hdslay1_t21,2,19,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:2_j:2,36.15888,0.0,hdslay1_t21,2,2,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:2_j:3,36.095,0.0,hdslay1_t21,2,3,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:2_j:4,36.01235,0.0,hdslay1_t21,2,4,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:2_j:5,35.91318,0.0,hdslay1_t21,2,5,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:2_j:6,35.80027,0.0,hdslay1_t21,2,6,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:2_j:7,35.67687,0.0,hdslay1_t21,2,7,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:2_j:8,35.54589,0.0,hdslay1_t21,2,8,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:2_j:9,35.41023,0.0,hdslay1_t21,2,9,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:30_j:0,34.29056,0.0,hdslay1_t21,30,0,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:30_j:1,34.26822,0.0,hdslay1_t21,30,1,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:30_j:10,33.91935,0.0,hdslay1_t21,30,10,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:30_j:11,33.90995,0.0,hdslay1_t21,30,11,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:30_j:12,33.90241,0.0,hdslay1_t21,30,12,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:30_j:13,33.89709,0.0,hdslay1_t21,30,13,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:30_j:14,33.8905,0.0,hdslay1_t21,30,14,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:30_j:15,33.87897,0.0,hdslay1_t21,30,15,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:30_j:16,33.92283,0.0,hdslay1_t21,30,16,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:30_j:17,33.95721,0.0,hdslay1_t21,30,17,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:30_j:18,33.98092,0.0,hdslay1_t21,30,18,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:30_j:19,33.99306,0.0,hdslay1_t21,30,19,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:30_j:2,34.22685,0.0,hdslay1_t21,30,2,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:30_j:3,34.16725,0.0,hdslay1_t21,30,3,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:30_j:4,34.08887,0.0,hdslay1_t21,30,4,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:30_j:5,33.99119,0.0,hdslay1_t21,30,5,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:30_j:6,33.88876,0.0,hdslay1_t21,30,6,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:30_j:7,33.91041,0.0,hdslay1_t21,30,7,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:30_j:8,33.92702,0.0,hdslay1_t21,30,8,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:30_j:9,33.92764,0.0,hdslay1_t21,30,9,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:31_j:0,34.28697,0.0,hdslay1_t21,31,0,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:31_j:1,34.26346,0.0,hdslay1_t21,31,1,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:31_j:10,33.91573,0.0,hdslay1_t21,31,10,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:31_j:11,33.89348,0.0,hdslay1_t21,31,11,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:31_j:12,33.87632,0.0,hdslay1_t21,31,12,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:31_j:13,33.86994,0.0,hdslay1_t21,31,13,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:31_j:14,33.86647,0.0,hdslay1_t21,31,14,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:31_j:15,33.85912,0.0,hdslay1_t21,31,15,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:31_j:16,33.90432,0.0,hdslay1_t21,31,16,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:31_j:17,33.93979,0.0,hdslay1_t21,31,17,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:31_j:18,33.96435,0.0,hdslay1_t21,31,18,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:31_j:19,33.97705,0.0,hdslay1_t21,31,19,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:31_j:2,34.22704,0.0,hdslay1_t21,31,2,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:31_j:3,34.17742,0.0,hdslay1_t21,31,3,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:31_j:4,34.11625,0.0,hdslay1_t21,31,4,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:31_j:5,34.04864,0.0,hdslay1_t21,31,5,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:31_j:6,33.98897,0.0,hdslay1_t21,31,6,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:31_j:7,33.96736,0.0,hdslay1_t21,31,7,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:31_j:8,33.95412,0.0,hdslay1_t21,31,8,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:31_j:9,33.9372,0.0,hdslay1_t21,31,9,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:32_j:0,1e+30,0.0,hdslay1_t21,32,0,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:32_j:1,34.25199,0.0,hdslay1_t21,32,1,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:32_j:10,33.89806,0.0,hdslay1_t21,32,10,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:32_j:11,33.85791,0.0,hdslay1_t21,32,11,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:32_j:12,33.82608,0.0,hdslay1_t21,32,12,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:32_j:13,33.82711,0.0,hdslay1_t21,32,13,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:32_j:14,33.83432,0.0,hdslay1_t21,32,14,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:32_j:15,33.83563,0.0,hdslay1_t21,32,15,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:32_j:16,33.88373,0.0,hdslay1_t21,32,16,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:32_j:17,33.92107,0.0,hdslay1_t21,32,17,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:32_j:18,33.94704,0.0,hdslay1_t21,32,18,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:32_j:19,33.96089,0.0,hdslay1_t21,32,19,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:32_j:2,34.22106,0.0,hdslay1_t21,32,2,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:32_j:3,34.18015,0.0,hdslay1_t21,32,3,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:32_j:4,34.13139,0.0,hdslay1_t21,32,4,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:32_j:5,34.07973,0.0,hdslay1_t21,32,5,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:32_j:6,34.03273,0.0,hdslay1_t21,32,6,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:32_j:7,33.9982,0.0,hdslay1_t21,32,7,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:32_j:8,33.9681,0.0,hdslay1_t21,32,8,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:32_j:9,33.93556,0.0,hdslay1_t21,32,9,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:33_j:0,1e+30,0.0,hdslay1_t21,33,0,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:33_j:1,1e+30,0.0,hdslay1_t21,33,1,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:33_j:10,33.86909,0.0,hdslay1_t21,33,10,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:33_j:11,33.80089,0.0,hdslay1_t21,33,11,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:33_j:12,33.73005,0.0,hdslay1_t21,33,12,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:33_j:13,33.76551,0.0,hdslay1_t21,33,13,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:33_j:14,33.79621,0.0,hdslay1_t21,33,14,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:33_j:15,33.81037,0.0,hdslay1_t21,33,15,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:33_j:16,33.86226,0.0,hdslay1_t21,33,16,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:33_j:17,33.90159,0.0,hdslay1_t21,33,17,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:33_j:18,33.92934,0.0,hdslay1_t21,33,18,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:33_j:19,33.9458,0.0,hdslay1_t21,33,19,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:33_j:2,34.20601,0.0,hdslay1_t21,33,2,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:33_j:3,34.17209,0.0,hdslay1_t21,33,3,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:33_j:4,34.13122,0.0,hdslay1_t21,33,4,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:33_j:5,34.08841,0.0,hdslay1_t21,33,5,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:33_j:6,34.0467,0.0,hdslay1_t21,33,6,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:33_j:7,34.00793,0.0,hdslay1_t21,33,7,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:33_j:8,33.96865,0.0,hdslay1_t21,33,8,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:33_j:9,33.92395,0.0,hdslay1_t21,33,9,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:34_j:0,1e+30,0.0,hdslay1_t21,34,0,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:34_j:1,1e+30,0.0,hdslay1_t21,34,1,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:34_j:10,33.84056,0.0,hdslay1_t21,34,10,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:34_j:11,33.73389,0.0,hdslay1_t21,34,11,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:34_j:12,33.51405,0.0,hdslay1_t21,34,12,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:34_j:13,33.69614,0.0,hdslay1_t21,34,13,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:34_j:14,33.76289,0.0,hdslay1_t21,34,14,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:34_j:15,33.78806,0.0,hdslay1_t21,34,15,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:34_j:16,33.84183,0.0,hdslay1_t21,34,16,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:34_j:17,33.88171,0.0,hdslay1_t21,34,17,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:34_j:18,33.91053,0.0,hdslay1_t21,34,18,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:34_j:19,33.93447,0.0,hdslay1_t21,34,19,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:34_j:2,1e+30,0.0,hdslay1_t21,34,2,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:34_j:3,34.15269,0.0,hdslay1_t21,34,3,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:34_j:4,34.11521,0.0,hdslay1_t21,34,4,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:34_j:5,34.07871,0.0,hdslay1_t21,34,5,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:34_j:6,34.04104,0.0,hdslay1_t21,34,6,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:34_j:7,34.00209,0.0,hdslay1_t21,34,7,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:34_j:8,33.95941,0.0,hdslay1_t21,34,8,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:34_j:9,33.90842,0.0,hdslay1_t21,34,9,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:35_j:0,1e+30,0.0,hdslay1_t21,35,0,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:35_j:1,1e+30,0.0,hdslay1_t21,35,1,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:35_j:10,33.83852,0.0,hdslay1_t21,35,10,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:35_j:11,33.76761,0.0,hdslay1_t21,35,11,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:35_j:12,33.69459,0.0,hdslay1_t21,35,12,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:35_j:13,33.72899,0.0,hdslay1_t21,35,13,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:35_j:14,33.75955,0.0,hdslay1_t21,35,14,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:35_j:15,33.7745,0.0,hdslay1_t21,35,15,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:35_j:16,33.82398,0.0,hdslay1_t21,35,16,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:35_j:17,33.86107,0.0,hdslay1_t21,35,17,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:35_j:18,33.88435,0.0,hdslay1_t21,35,18,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:35_j:19,1e+30,0.0,hdslay1_t21,35,19,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:35_j:2,1e+30,0.0,hdslay1_t21,35,2,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:35_j:3,1e+30,0.0,hdslay1_t21,35,3,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:35_j:4,34.08091,0.0,hdslay1_t21,35,4,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:35_j:5,34.05341,0.0,hdslay1_t21,35,5,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:35_j:6,34.02042,0.0,hdslay1_t21,35,6,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:35_j:7,33.98434,0.0,hdslay1_t21,35,7,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:35_j:8,33.94383,0.0,hdslay1_t21,35,8,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:35_j:9,33.89635,0.0,hdslay1_t21,35,9,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:36_j:0,1e+30,0.0,hdslay1_t21,36,0,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:36_j:1,1e+30,0.0,hdslay1_t21,36,1,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:36_j:10,33.8371,0.0,hdslay1_t21,36,10,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:36_j:11,33.79121,0.0,hdslay1_t21,36,11,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:36_j:12,33.75501,0.0,hdslay1_t21,36,12,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:36_j:13,33.75357,0.0,hdslay1_t21,36,13,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:36_j:14,33.76048,0.0,hdslay1_t21,36,14,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:36_j:15,33.76355,0.0,hdslay1_t21,36,15,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:36_j:16,33.80736,0.0,hdslay1_t21,36,16,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:36_j:17,33.8426,0.0,hdslay1_t21,36,17,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:36_j:18,33.86941,0.0,hdslay1_t21,36,18,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:36_j:19,1e+30,0.0,hdslay1_t21,36,19,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:36_j:2,1e+30,0.0,hdslay1_t21,36,2,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:36_j:3,1e+30,0.0,hdslay1_t21,36,3,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:36_j:4,34.05735,0.0,hdslay1_t21,36,4,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:36_j:5,34.01734,0.0,hdslay1_t21,36,5,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:36_j:6,33.98721,0.0,hdslay1_t21,36,6,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:36_j:7,33.95603,0.0,hdslay1_t21,36,7,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:36_j:8,33.92108,0.0,hdslay1_t21,36,8,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:36_j:9,33.8814,0.0,hdslay1_t21,36,9,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:37_j:0,1e+30,0.0,hdslay1_t21,37,0,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:37_j:1,1e+30,0.0,hdslay1_t21,37,1,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:37_j:10,33.82482,0.0,hdslay1_t21,37,10,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:37_j:11,33.79308,0.0,hdslay1_t21,37,11,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:37_j:12,33.76876,0.0,hdslay1_t21,37,12,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:37_j:13,33.75825,0.0,hdslay1_t21,37,13,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:37_j:14,33.7542,0.0,hdslay1_t21,37,14,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:37_j:15,33.74974,0.0,hdslay1_t21,37,15,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:37_j:16,33.78837,0.0,hdslay1_t21,37,16,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:37_j:17,33.8211,0.0,hdslay1_t21,37,17,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:37_j:18,1e+30,0.0,hdslay1_t21,37,18,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:37_j:19,1e+30,0.0,hdslay1_t21,37,19,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:37_j:2,1e+30,0.0,hdslay1_t21,37,2,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:37_j:3,1e+30,0.0,hdslay1_t21,37,3,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:37_j:4,1e+30,0.0,hdslay1_t21,37,4,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:37_j:5,33.95575,0.0,hdslay1_t21,37,5,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:37_j:6,33.93995,0.0,hdslay1_t21,37,6,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:37_j:7,33.91704,0.0,hdslay1_t21,37,7,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:37_j:8,33.88933,0.0,hdslay1_t21,37,8,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:37_j:9,33.85801,0.0,hdslay1_t21,37,9,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:38_j:0,1e+30,0.0,hdslay1_t21,38,0,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:38_j:1,1e+30,0.0,hdslay1_t21,38,1,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:38_j:10,33.79895,0.0,hdslay1_t21,38,10,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:38_j:11,33.77572,0.0,hdslay1_t21,38,11,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:38_j:12,33.75719,0.0,hdslay1_t21,38,12,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:38_j:13,33.74527,0.0,hdslay1_t21,38,13,hdslay1,arr,,,,,,
oname:hdslay1_t21_otype:arr_i:38_j:14,33.7376,0.0,hdslay1_t21,38,14,hdslay1,arr,,,,,,
