parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,i,idx0,idx1,idx2,inst,j,pname,pstyle,ptype,usecol,x,y,zone
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:34_j:3_x:875.00_y:1375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,34,,,,0,3,npfklayer1gr,m,gr,,875.00,1375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:34_j:4_x:1125.00_y:1375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,34,,,,0,4,npfklayer1gr,m,gr,,1125.00,1375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:34_j:5_x:1375.00_y:1375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,34,,,,0,5,npfklayer1gr,m,gr,,1375.00,1375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:34_j:6_x:1625.00_y:1375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,34,,,,0,6,npfklayer1gr,m,gr,,1625.00,1375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:34_j:7_x:1875.00_y:1375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,34,,,,0,7,npfklayer1gr,m,gr,,1875.00,1375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:34_j:8_x:2125.00_y:1375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,34,,,,0,8,npfklayer1gr,m,gr,,2125.00,1375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:34_j:9_x:2375.00_y:1375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,34,,,,0,9,npfklayer1gr,m,gr,,2375.00,1375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:34_j:10_x:2625.00_y:1375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,34,,,,0,10,npfklayer1gr,m,gr,,2625.00,1375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:34_j:11_x:2875.00_y:1375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,34,,,,0,11,npfklayer1gr,m,gr,,2875.00,1375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:34_j:12_x:3125.00_y:1375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,34,,,,0,12,npfklayer1gr,m,gr,,3125.00,1375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:34_j:13_x:3375.00_y:1375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,34,,,,0,13,npfklayer1gr,m,gr,,3375.00,1375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:34_j:14_x:3625.00_y:1375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,34,,,,0,14,npfklayer1gr,m,gr,,3625.00,1375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:34_j:15_x:3875.00_y:1375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,34,,,,0,15,npfklayer1gr,m,gr,,3875.00,1375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:34_j:16_x:4125.00_y:1375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,34,,,,0,16,npfklayer1gr,m,gr,,4125.00,1375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:34_j:17_x:4375.00_y:1375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,34,,,,0,17,npfklayer1gr,m,gr,,4375.00,1375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:34_j:18_x:4625.00_y:1375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,34,,,,0,18,npfklayer1gr,m,gr,,4625.00,1375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:34_j:19_x:4875.00_y:1375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,34,,,,0,19,npfklayer1gr,m,gr,,4875.00,1375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:35_j:4_x:1125.00_y:1125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,35,,,,0,4,npfklayer1gr,m,gr,,1125.00,1125.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:35_j:5_x:1375.00_y:1125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,35,,,,0,5,npfklayer1gr,m,gr,,1375.00,1125.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:35_j:6_x:1625.00_y:1125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,35,,,,0,6,npfklayer1gr,m,gr,,1625.00,1125.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:35_j:7_x:1875.00_y:1125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,35,,,,0,7,npfklayer1gr,m,gr,,1875.00,1125.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:35_j:8_x:2125.00_y:1125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,35,,,,0,8,npfklayer1gr,m,gr,,2125.00,1125.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:35_j:9_x:2375.00_y:1125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,35,,,,0,9,npfklayer1gr,m,gr,,2375.00,1125.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:35_j:10_x:2625.00_y:1125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,35,,,,0,10,npfklayer1gr,m,gr,,2625.00,1125.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:35_j:11_x:2875.00_y:1125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,35,,,,0,11,npfklayer1gr,m,gr,,2875.00,1125.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:35_j:12_x:3125.00_y:1125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,35,,,,0,12,npfklayer1gr,m,gr,,3125.00,1125.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:35_j:13_x:3375.00_y:1125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,35,,,,0,13,npfklayer1gr,m,gr,,3375.00,1125.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:35_j:14_x:3625.00_y:1125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,35,,,,0,14,npfklayer1gr,m,gr,,3625.00,1125.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:35_j:15_x:3875.00_y:1125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,35,,,,0,15,npfklayer1gr,m,gr,,3875.00,1125.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:35_j:16_x:4125.00_y:1125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,35,,,,0,16,npfklayer1gr,m,gr,,4125.00,1125.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:35_j:17_x:4375.00_y:1125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,35,,,,0,17,npfklayer1gr,m,gr,,4375.00,1125.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:35_j:18_x:4625.00_y:1125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,35,,,,0,18,npfklayer1gr,m,gr,,4625.00,1125.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:36_j:4_x:1125.00_y:875.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,36,,,,0,4,npfklayer1gr,m,gr,,1125.00,875.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:36_j:5_x:1375.00_y:875.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,36,,,,0,5,npfklayer1gr,m,gr,,1375.00,875.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:36_j:6_x:1625.00_y:875.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,36,,,,0,6,npfklayer1gr,m,gr,,1625.00,875.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:36_j:7_x:1875.00_y:875.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,36,,,,0,7,npfklayer1gr,m,gr,,1875.00,875.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:36_j:8_x:2125.00_y:875.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,36,,,,0,8,npfklayer1gr,m,gr,,2125.00,875.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:36_j:9_x:2375.00_y:875.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,36,,,,0,9,npfklayer1gr,m,gr,,2375.00,875.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:36_j:10_x:2625.00_y:875.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,36,,,,0,10,npfklayer1gr,m,gr,,2625.00,875.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:36_j:11_x:2875.00_y:875.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,36,,,,0,11,npfklayer1gr,m,gr,,2875.00,875.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:36_j:12_x:3125.00_y:875.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,36,,,,0,12,npfklayer1gr,m,gr,,3125.00,875.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:36_j:13_x:3375.00_y:875.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,36,,,,0,13,npfklayer1gr,m,gr,,3375.00,875.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:36_j:14_x:3625.00_y:875.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,36,,,,0,14,npfklayer1gr,m,gr,,3625.00,875.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:36_j:15_x:3875.00_y:875.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,36,,,,0,15,npfklayer1gr,m,gr,,3875.00,875.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:36_j:16_x:4125.00_y:875.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,36,,,,0,16,npfklayer1gr,m,gr,,4125.00,875.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:36_j:17_x:4375.00_y:875.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,36,,,,0,17,npfklayer1gr,m,gr,,4375.00,875.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:36_j:18_x:4625.00_y:875.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,36,,,,0,18,npfklayer1gr,m,gr,,4625.00,875.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:37_j:5_x:1375.00_y:625.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,37,,,,0,5,npfklayer1gr,m,gr,,1375.00,625.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:37_j:6_x:1625.00_y:625.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,37,,,,0,6,npfklayer1gr,m,gr,,1625.00,625.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:37_j:7_x:1875.00_y:625.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,37,,,,0,7,npfklayer1gr,m,gr,,1875.00,625.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:37_j:8_x:2125.00_y:625.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,37,,,,0,8,npfklayer1gr,m,gr,,2125.00,625.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:37_j:9_x:2375.00_y:625.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,37,,,,0,9,npfklayer1gr,m,gr,,2375.00,625.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:37_j:10_x:2625.00_y:625.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,37,,,,0,10,npfklayer1gr,m,gr,,2625.00,625.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:37_j:11_x:2875.00_y:625.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,37,,,,0,11,npfklayer1gr,m,gr,,2875.00,625.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:37_j:12_x:3125.00_y:625.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,37,,,,0,12,npfklayer1gr,m,gr,,3125.00,625.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:37_j:13_x:3375.00_y:625.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,37,,,,0,13,npfklayer1gr,m,gr,,3375.00,625.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:37_j:14_x:3625.00_y:625.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,37,,,,0,14,npfklayer1gr,m,gr,,3625.00,625.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:37_j:15_x:3875.00_y:625.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,37,,,,0,15,npfklayer1gr,m,gr,,3875.00,625.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:37_j:16_x:4125.00_y:625.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,37,,,,0,16,npfklayer1gr,m,gr,,4125.00,625.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:37_j:17_x:4375.00_y:625.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,37,,,,0,17,npfklayer1gr,m,gr,,4375.00,625.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:38_j:5_x:1375.00_y:375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,38,,,,0,5,npfklayer1gr,m,gr,,1375.00,375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:38_j:6_x:1625.00_y:375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,38,,,,0,6,npfklayer1gr,m,gr,,1625.00,375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:38_j:7_x:1875.00_y:375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,38,,,,0,7,npfklayer1gr,m,gr,,1875.00,375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:38_j:8_x:2125.00_y:375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,38,,,,0,8,npfklayer1gr,m,gr,,2125.00,375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:38_j:9_x:2375.00_y:375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,38,,,,0,9,npfklayer1gr,m,gr,,2375.00,375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:38_j:10_x:2625.00_y:375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,38,,,,0,10,npfklayer1gr,m,gr,,2625.00,375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:38_j:11_x:2875.00_y:375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,38,,,,0,11,npfklayer1gr,m,gr,,2875.00,375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:38_j:12_x:3125.00_y:375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,38,,,,0,12,npfklayer1gr,m,gr,,3125.00,375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:38_j:13_x:3375.00_y:375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,38,,,,0,13,npfklayer1gr,m,gr,,3375.00,375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:38_j:14_x:3625.00_y:375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,38,,,,0,14,npfklayer1gr,m,gr,,3625.00,375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:38_j:15_x:3875.00_y:375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,38,,,,0,15,npfklayer1gr,m,gr,,3875.00,375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:38_j:16_x:4125.00_y:375.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,38,,,,0,16,npfklayer1gr,m,gr,,4125.00,375.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:39_j:5_x:1375.00_y:125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,39,,,,0,5,npfklayer1gr,m,gr,,1375.00,125.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:39_j:6_x:1625.00_y:125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,39,,,,0,6,npfklayer1gr,m,gr,,1625.00,125.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:39_j:7_x:1875.00_y:125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,39,,,,0,7,npfklayer1gr,m,gr,,1875.00,125.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:39_j:8_x:2125.00_y:125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,39,,,,0,8,npfklayer1gr,m,gr,,2125.00,125.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:39_j:9_x:2375.00_y:125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,39,,,,0,9,npfklayer1gr,m,gr,,2375.00,125.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:39_j:10_x:2625.00_y:125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,39,,,,0,10,npfklayer1gr,m,gr,,2625.00,125.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:39_j:11_x:2875.00_y:125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,39,,,,0,11,npfklayer1gr,m,gr,,2875.00,125.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:39_j:12_x:3125.00_y:125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,39,,,,0,12,npfklayer1gr,m,gr,,3125.00,125.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:39_j:13_x:3375.00_y:125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,39,,,,0,13,npfklayer1gr,m,gr,,3375.00,125.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:39_j:14_x:3625.00_y:125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,39,,,,0,14,npfklayer1gr,m,gr,,3625.00,125.00,1
pname:npfklayer1gr_inst:0_ptype:gr_pstyle:m_i:39_j:15_x:3875.00_y:125.00_zone:1,none,factor,1.0,0.2,5.0,npfklayer1gr,1.0,0.0,1,39,,,,0,15,npfklayer1gr,m,gr,,3875.00,125.00,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:2_j:2_zone:1,none,factor,0.9296480951403956,0.2,5.0,npfklayer1pp,1.0,0.0,1,2,,,,0,2,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:2_j:7_zone:1,none,factor,1.012627132960037,0.2,5.0,npfklayer1pp,1.0,0.0,1,2,,,,0,7,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:2_j:12_zone:1,none,factor,1.084239936598893,0.2,5.0,npfklayer1pp,1.0,0.0,1,2,,,,0,12,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:2_j:17_zone:1,none,factor,1.269935079259091,0.2,5.0,npfklayer1pp,1.0,0.0,1,2,,,,0,17,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:7_j:2_zone:1,none,factor,0.8233265124972062,0.2,5.0,npfklayer1pp,1.0,0.0,1,7,,,,0,2,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:7_j:7_zone:1,none,factor,0.8437573742309183,0.2,5.0,npfklayer1pp,1.0,0.0,1,7,,,,0,7,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:7_j:12_zone:1,none,factor,1.099639369306834,0.2,5.0,npfklayer1pp,1.0,0.0,1,7,,,,0,12,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:7_j:17_zone:1,none,factor,1.326652515823627,0.2,5.0,npfklayer1pp,1.0,0.0,1,7,,,,0,17,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:12_j:2_zone:1,none,factor,0.7967703545226915,0.2,5.0,npfklayer1pp,1.0,0.0,1,12,,,,0,2,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:12_j:12_zone:1,none,factor,0.9844192885620952,0.2,5.0,npfklayer1pp,1.0,0.0,1,12,,,,0,12,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:12_j:17_zone:1,none,factor,1.193423924326056,0.2,5.0,npfklayer1pp,1.0,0.0,1,12,,,,0,17,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:17_j:2_zone:1,none,factor,0.7836936987516682,0.2,5.0,npfklayer1pp,1.0,0.0,1,17,,,,0,2,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:17_j:12_zone:1,none,factor,1.048523176591319,0.2,5.0,npfklayer1pp,1.0,0.0,1,17,,,,0,12,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:17_j:17_zone:1,none,factor,1.127091962997957,0.2,5.0,npfklayer1pp,1.0,0.0,1,17,,,,0,17,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:22_j:2_zone:1,none,factor,0.9570398976558734,0.2,5.0,npfklayer1pp,1.0,0.0,1,22,,,,0,2,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:22_j:7_zone:1,none,factor,1.362353147420443,0.2,5.0,npfklayer1pp,1.0,0.0,1,22,,,,0,7,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:22_j:12_zone:1,none,factor,0.9873647677277751,0.2,5.0,npfklayer1pp,1.0,0.0,1,22,,,,0,12,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:22_j:17_zone:1,none,factor,0.9604574822876836,0.2,5.0,npfklayer1pp,1.0,0.0,1,22,,,,0,17,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:27_j:2_zone:1,none,factor,1.312570933290453,0.2,5.0,npfklayer1pp,1.0,0.0,1,27,,,,0,2,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:27_j:7_zone:1,none,factor,1.296171974073886,0.2,5.0,npfklayer1pp,1.0,0.0,1,27,,,,0,7,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:27_j:12_zone:1,none,factor,0.7525872589651355,0.2,5.0,npfklayer1pp,1.0,0.0,1,27,,,,0,12,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:27_j:17_zone:1,none,factor,0.794469069214166,0.2,5.0,npfklayer1pp,1.0,0.0,1,27,,,,0,17,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:32_j:2_zone:1,none,factor,1.237393538537577,0.2,5.0,npfklayer1pp,1.0,0.0,1,32,,,,0,2,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:32_j:7_zone:1,none,factor,1.081469488820104,0.2,5.0,npfklayer1pp,1.0,0.0,1,32,,,,0,7,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:32_j:12_zone:1,none,factor,0.7521495266213867,0.2,5.0,npfklayer1pp,1.0,0.0,1,32,,,,0,12,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:32_j:17_zone:1,none,factor,0.7274588143181604,0.2,5.0,npfklayer1pp,1.0,0.0,1,32,,,,0,17,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:37_j:7_zone:1,none,factor,1.061111572439389,0.2,5.0,npfklayer1pp,1.0,0.0,1,37,,,,0,7,npfklayer1pp,m,pp,,,,1
pname:npfklayer1pp_inst:0_ptype:pp_pstyle:m_i:37_j:12_zone:1,none,factor,0.7974177257475964,0.2,5.0,npfklayer1pp,1.0,0.0,1,37,,,,0,12,npfklayer1pp,m,pp,,,,1
